gpa,sat_score,family_income,extracurriculars,leadership,volunteer_hours,essay_score,recommendation_strength,region,first_gen,eligibility_score,eligible,wassce_score,admitted
3.6914262926207826,1438,6192.14,0,0,55,0,4,Urban,0,100,1,329,1
2.888482920722865,1085,16347.71,2,0,224,7.292534771795718,1,Urban,1,84.7636597,1,519,1
2.859960743051452,1020,10576.21,4,1,7,1.0602695468102468,4,Rural,1,84.69486062120073,1,536,0
3.2582038627931373,1169,9785.01,1,0,84,1.952715328644432,4,Rural,0,99.57241437575608,1,500,1
3.227343326233006,1089,6523.39,2,0,19,8.313871733562406,3,Urban,0,99.56061400686865,1,561,1
3.4179002547284774,1459,10247.97,5,0,208,14.280317261940068,1,Rural,0,93.57190460357653,1,573,1
3.8249307386182436,1327,16311.71,1,0,71,15.288071716339896,4,Rural,0,94.32562004,1,550,1
3.0438841502740597,1348,16793,5,1,75,9.191334322,5,Urban,1,96.98206956555292,1,467,0
2.6776838167874595,1289,10917.22,3,0,13,4.7055175110441905,4,Urban,0,100,1,568,1
3.3981831356938765,1493,9799.08,5,0,19,0.6311376219152538,4,Rural,0,100,1,313,1
3.4291918732914346,967,13448.7,4,1,56,5.194148083054484,2,Urban,0,71.10052058422214,0,362,0
2.960265838810835,1099,13765.91,5,0,249,0.8189255043301298,2,Urban,1,95.55431364913827,1,344,1
3.0756098354527404,1119,6704.21,0,0,167,8.558465945309841,3,Rural,1,100,1,577,1
2.844555878,1417,6849.42,5,1,234,14.933840220071422,1,Urban,1,95.18839900598749,1,468,1
3.5860456048422202,1102,5238.64,4,0,156,2.8664503097778065,4,Rural,0,99.78191705463114,1,540,1
3.311024551441778,1301,9170.65,1,0,14,4.7094831923750835,5,Rural,1,98.58043764359846,1,572,1
3.298742085546643,1443,3473.87,1,0,219,7.685557403885224,5,Rural,1,100,1,336,1
2.8734614600895223,1004,4528.64,2,0,37,6.292538284155085,5,Rural,0,86.09976232928916,1,360,0
2.333899400087578,1298,8087.04,0,0,176,9.025711854183713,1,Urban,1,97.84272998,1,447,1
3.6788196478991226,1162,5568.7,2,0,247,13.27410844544504,3,Rural,0,100,1,501,1
3.7055972920431155,1170,3074.26,3,0,6,1.640549520242631,2,Urban,0,98.84310444460334,1,549,0
3.3153360438342774,1456,2869.21,4,0,145,9.901724637039239,3,Urban,0,100,1,411,0
3.449665009545505,1549,10304.37,4,0,77,4.823667541981157,2,Rural,0,90.62659413407087,1,351,1
2.9306335693480996,1511,8206.18,5,1,98,0.163624918,4,Urban,1,100,1,482,0
3.044912634816841,1226,9894.9,1,1,174,4.384234923095764,3,Urban,0,87.17447504487146,1,505,1
3.550248208,1094,5253.48,4,0,140,15.093402473164312,4,Rural,0,99.09179853838494,1,530,1
3.5984867745656035,1258,10709.33,0,1,70,10.751517069678993,3,Urban,0,100,1,443,1
3.372302445366949,823,5857.68,5,0,157,0.4083401634396697,1,Rural,1,76.69829845364731,1,583,1
2.3840148337806117,1467,14888.01,5,0,184,0.058151317,5,Urban,1,97.77381879192195,1,532,1
2.9399264839654045,1094,9745.48,5,0,87,6.1351485387638265,1,Rural,1,86.48941439506538,1,351,1
3.1952153534383276,802,11395.3,5,0,84,0,4,Urban,0,57.61985385359378,0,562,0
2.3150904997746484,883,12723.66,3,0,189,10.61726764960169,3,Urban,0,60.327079498539604,0,341,0
3.1958076909534956,1522,11054.05,4,1,203,7.635347329,2,Urban,0,93.34940584284298,1,452,0
3.7305141250510303,1447,10270.78,5,0,32,18.490491697329247,3,Urban,1,100,1,337,0
3.4847010666774807,1062,9510.41,3,1,148,10.686554385199205,5,Urban,0,83.13884926938363,1,481,1
3.147539531154814,1025,8825.73,0,0,101,16.53713738320321,5,Urban,1,86.64584857690333,1,423,0
3.4825694613773512,807,13722.84,1,1,121,3.509071902743112,2,Rural,0,67.12394955988822,0,518,0
3.9516465457850036,813,6856.9,5,1,197,5.422548402985672,2,Urban,0,85.87461967929511,1,428,0
3.366868097394817,1207,12287.07,3,0,257,5.765035979504966,4,Rural,0,97.26896016178621,1,408,0
2.5626094699069055,806,7323.67,3,0,98,0,4,Rural,0,45.38708354117991,0,482,1
2.874293224521441,1390,1005.01,4,1,229,7.408409576339611,5,Rural,0,100,1,588,0
3.503665192637667,1031,1010.9,4,0,11,12.363673233734612,2,Rural,1,100,1,407,0
3.1242411706227875,1295,9187.56,1,0,6,10.307605367125998,5,Rural,1,100,1,570,1
3.1710311593110716,1561,16782.85,4,1,46,9.844997293743777,3,Rural,1,97.05418523788904,1,353,1
2.342405182,1410,16941.53,2,0,195,1.8444162975525298,2,Urban,0,89.32959296946204,1,388,0
2.763753244,981,8626.3,4,0,50,2.551461294461694,3,Urban,1,84.39996758190235,1,530,0
2.4903526883056104,1427,10519.63,0,0,50,7.117798280307454,5,Rural,0,100,1,555,0
3.740092923425054,1597,10452.36,3,0,20,10.848380442500783,1,Rural,0,95.04068418652969,1,562,1
3.284389231235686,1453,9882.63,5,0,164,13.417697387392018,3,Urban,0,90.57690956,1,292,1
3.3478934933394235,1311,8183.44,5,1,90,5.185170505462658,3,Rural,1,96.70620813084616,1,394,1
3.8258753590032235,1159,5563.2,2,0,259,17.71000580886849,3,Rural,0,93.79056190472818,1,495,1
2.9761436810965334,1546,3888.77,5,0,89,5.519865501895237,1,Urban,0,99.93726397729579,1,522,0
3.287682023217889,1138,16886.95,3,0,143,0,4,Urban,1,95.69838588049532,1,573,1
3.307133518424872,1227,9489.23,4,0,98,0.4584889773948635,1,Urban,0,87.00146792966729,1,377,0
3.070058607484192,1354,12163.8,3,0,244,10.777152581867679,3,Rural,1,99.26185375232505,1,552,1
3.956590781921053,1210,9424.94,3,1,13,3.510330218439986,2,Urban,0,93.06011787663483,1,464,0
3.584930422607105,813,6873.39,3,0,212,13.189381532118016,4,Urban,1,83.70242354591409,1,421,1
2.829779772,1167,20775.86,1,0,202,1.706744535314435,2,Urban,0,65.04693662464051,0,461,0
3.610151431887701,810,12158.7,1,0,167,0,2,Rural,1,66.85336271854125,0,590,1
3.167305939817755,812,7262.31,1,0,146,4.530280516228428,2,Urban,1,55.071242152220606,0,572,1
3.6241873165955294,818,5860.82,5,0,155,11.617975659068257,1,Rural,1,74.32358530518356,1,580,1
2.9824356819307867,899,7712.11,3,0,153,0,5,Urban,0,53.33027097271616,0,453,1
3.2986640020444975,861,7620.3,4,0,270,9.747070730628398,4,Urban,0,82.51389225611676,1,349,1
3.6172200896140905,1487,14226.82,2,1,218,8.980552432385636,5,Urban,0,90.58718172098276,1,497,1
2.962851853239307,1567,10845.93,1,0,88,14.936112027367102,2,Urban,1,100,1,478,0
3.7882512843841605,1535,5712.6,1,0,40,17.471192788024613,2,Rural,1,100,1,410,0
3.384053357089237,1379,12048.82,3,1,285,18.841496242692806,4,Urban,1,100,1,356,0
4.109306858661321,1535,15326.92,4,0,64,1.0573544367396037,2,Urban,0,100,1,387,0
3.474121532857129,1446,7480.12,1,0,223,7.389720250342618,5,Rural,1,88.73319489,1,361,1
3.5054889759417254,1522,7361.54,0,0,221,3.615470191949538,1,Urban,1,100,1,484,1
3.087329206586709,1502,16945.19,5,0,179,8.468572787038164,1,Urban,1,98.27513985,1,309,1
3.940173508344714,899,6692.78,3,0,13,9.874335334222703,1,Urban,0,70.3406006,0,605,0
3.2344764754778326,1126,12574.79,2,1,254,0.5696969005155843,4,Urban,0,88.65321692,1,437,1
3.1713695959566537,806,13031.32,0,0,117,4.709873279773532,5,Urban,1,68.11443128849841,0,549,0
3.6457689666013025,1152,7089.38,2,1,303,6.358543093031298,1,Urban,0,84.47388459,1,482,1
2.4498654505566573,1450,12388.59,4,1,83,1.6547871645947487,1,Rural,1,97.53900354595115,1,516,1
2.5041192168872044,1163,13164.61,3,1,258,12.018666132075136,5,Urban,0,94.15923251824944,1,451,0
3.7820850788957667,812,8346.64,4,1,277,3.8583263295812644,2,Urban,0,73.51808169582367,0,316,1
2.8005165539399024,942,11713.69,4,0,209,0,5,Urban,0,73.05214180617592,0,577,1
3.098673224,1344,11517.79,1,1,243,7.722833074397309,3,Urban,0,96.77511563626761,1,430,0
3.9388959392585323,1017,7169.41,2,0,111,4.162369934517697,5,Urban,1,95.09354125,1,382,0
2.8479099539359223,1437,12891.5,4,1,197,8.226135928,4,Rural,0,100,1,591,1
3.2270085264866526,1388,13483.57,0,0,4,12.365711032286615,3,Rural,0,100,1,370,1
3.595860174640031,1469,2878.2,4,0,137,7.600647488733814,3,Urban,0,100,1,426,0
3.334735267267018,916,10971.95,5,1,200,0,3,Urban,1,84.35359791,1,449,0
3.485113591326123,1172,9796.27,1,0,76,14.45778646656119,4,Rural,0,100,1,494,1
3.0841085725676116,1088,1003.26,0,0,68,8.121615630753743,3,Urban,1,95.31012675496177,1,519,1
2.7867359330070416,1412,5047.29,1,0,225,6.220613674732914,2,Rural,0,100,1,432,0
3.1950290530916163,1121,9490.02,1,0,12,11.764621053791767,1,Urban,1,89.93896953004429,1,431,1
3.1468021544379057,1520,18054.48,1,0,266,8.791339784,2,Urban,0,95.21699132789514,1,420,1
3.4178569535946384,969,8727.85,4,0,48,7.604378294988045,4,Urban,1,75.66235728374565,0,569,1
3.313868962486203,1372,10722.03,3,1,259,2.9019183753500055,4,Urban,0,100,1,432,0
3.1017110808177653,1090,8630.23,3,0,32,8.703852480350575,1,Urban,0,91.04288868238982,1,550,1
3.263582349509277,1087,6079.81,2,1,274,0,1,Rural,0,84.42051245836574,1,306,0
3.364749694188919,964,15696.42,0,0,167,14.583757531263512,3,Urban,0,66.86202648371247,0,452,0
3.8006307162213324,1464,9033.03,1,0,191,2.849699191538245,2,Urban,0,96.23452617824422,1,551,1
3.1229016491863058,1191,14983.22,3,0,80,2.704784135,5,Rural,0,75.37773937,1,566,0
3.138473216382732,1388,2526.62,5,1,128,0.5338039500579623,1,Rural,0,100,1,511,0
2.8478425072249474,1576,14723.69,4,1,107,20.943296921741673,2,Urban,0,94.76154767341953,1,356,1
3.1751218777403327,949,6912.94,1,1,49,7.424321490078166,2,Urban,0,72.38647933980434,0,462,1
2.8008870962797183,1295,7988.8,5,0,300,22.92773526854053,3,Rural,1,100,1,409,0
3.0139595024774994,1114,6438.95,3,0,282,7.4608671782093365,1,Urban,0,100,1,432,1
3.5944670176817497,1402,11848.71,1,0,102,0.9185913981482692,2,Rural,0,100,1,543,1
3.693948866,1447,12515.8,0,1,225,0,1,Urban,1,98.10091299257327,1,332,0
2.681478429228677,1147,1403.24,4,1,94,7.250596111,5,Urban,1,90.00100853663625,1,447,0
3.879431000317352,899,10771.15,5,0,231,9.647489006249831,4,Urban,1,100,1,581,0
2.974585531271392,1071,16770.82,4,1,87,1.843519443,4,Urban,0,89.16556392998875,1,399,1
3.7747650961712753,1398,11589.67,5,0,135,0.20492803356193967,2,Rural,1,93.56647493646587,1,389,1
3.3030475604915255,939,4888.2,0,0,79,4.898885174907333,4,Urban,1,86.22559455,1,364,1
3.807580097797189,1544,5706.4,1,0,40,8.174327260273142,2,Rural,1,94.22807644598305,1,404,0
3.2586995232666114,868,7395.77,4,0,167,1.6772696442348831,4,Rural,1,85.03377233448323,1,510,0
3.229247365765352,813,14451.57,4,1,164,3.7568029524938416,4,Urban,0,77.51336478,0,528,0
2.8540851507693707,1098,10513.59,4,0,206,0,5,Rural,0,89.89315495102285,1,303,0
2.8903400945048787,912,6539.36,3,0,158,0,5,Urban,0,71.65402462220503,0,572,1
3.390348073984732,1343,16499.16,4,0,157,7.7200383648909385,3,Rural,1,100,1,489,1
2.9326113228939787,990,4513.44,2,0,42,13.77271511,5,Rural,0,90.68169354,1,356,0
2.8445550340956207,1229,5621.79,5,0,181,2.803881460411354,4,Rural,1,100,1,313,1
3.9087198689823555,959,17844.14,3,0,10,9.385105461410934,1,Urban,0,69.78831445557242,0,586,1
2.5217690741439465,1559,17618.39,4,1,292,16.174587059964807,1,Urban,0,100,1,313,0
3.033867843,983,8621.78,4,0,45,13.16088459,3,Urban,1,78.73575210877753,1,532,0
2.642759472981368,1139,1412.76,4,1,106,2.4713758224916225,5,Urban,1,91.28064383672486,1,437,0
3.2526476948596352,809,10753.63,3,0,72,11.840801779216413,1,Urban,0,39.57417804838374,0,511,0
3.180313821874932,963,15150.82,1,0,78,0,1,Urban,1,60.455595799593546,0,578,1
3.1617892894400432,1286,10982.33,0,0,154,7.457737694715808,5,Urban,0,100,1,332,1
2.9538881143843163,1185,9588.7,0,1,291,1.3231241215945673,1,Urban,0,90.25870166558104,1,365,0
3.242767767480103,1603,12757.43,4,0,265,13.130885025091631,5,Urban,0,97.57743302449691,1,307,0
3.191063728921436,1020,19108.63,2,1,4,7.746682449127879,3,Urban,0,61.46308718202134,0,519,1
3.3164503312907776,1085,6067.82,2,1,286,4.438661189354397,1,Rural,0,89.82013044789996,1,295,0
3.4100489580300493,852,4466.93,1,0,277,5.680055799533278,5,Urban,0,88.00913604394317,1,442,0
3.0042449924906145,1254,9329.96,0,1,127,4.658105136660821,2,Urban,1,100,1,352,1
3.122521066438691,1079,16347.81,2,0,214,9.921260866203399,1,Urban,1,90.78640231454635,1,519,1
3.6632180886502197,852,1969.64,1,0,141,12.139535903156627,2,Urban,0,79.32043637692563,1,546,0
3.4278875957253083,1379,10726.03,3,1,266,3.7982890688803304,4,Urban,0,95.90330698853292,1,433,0
3.812964517693798,1265,10710.82,0,1,61,0,3,Urban,0,84.76964520178134,1,449,1
3.922593915550407,1532,6468.1,0,0,190,15.552283694211969,4,Rural,0,100,1,477,0
3.033808037490965,1121,15088.79,0,1,73,0,3,Urban,0,84.05915657260762,1,354,0
3.6061118888770944,1179,13408.36,5,0,234,0,1,Urban,1,100,1,339,0
3.6174697132280325,1251,12763.96,0,0,92,10.505636442586162,1,Urban,1,100,1,356,1
3.551728171648824,1246,1009.73,0,0,244,0.12335257253916154,3,Urban,1,98.86382245989337,1,565,1
3.191095026633194,1523,11049.77,4,1,202,10.002312871598237,2,Urban,0,100,1,443,0
3.493971080392037,1603,1005.31,1,0,109,5.9106409401319056,5,Urban,1,100,1,309,0
3.0027841529818518,955,4443.12,1,0,189,4.209063353673631,5,Urban,1,74.86808615,1,423,0
3.5121643908216047,1376,8966.9,0,0,13,5.965506447131531,5,Rural,0,100,1,418,1
3.164650549397394,1190,14982.13,3,0,75,1.8798100953638772,5,Rural,0,82.33190063015813,1,563,0
3.4460070606347437,947,6792.25,5,0,263,0,4,Urban,1,81.51388106,1,482,1
3.077417849286235,1533,13696.25,5,0,79,4.116447187111382,5,Rural,1,100,1,387,0
2.8813241373527605,1374,8237.93,2,0,233,6.4816461768910685,4,Rural,0,99.56182297014908,1,495,1
3.5373071453522167,1575,13528.43,0,0,159,11.149408371683979,2,Urban,0,100,1,337,0
3.3563825113499717,1522,25705.59,3,0,0,14.615378210610373,4,Urban,1,100,1,347,1
3.7570923200309143,1556,17908.96,4,1,115,0,2,Urban,1,100,1,580,1
2.719685474809842,1083,6744.09,5,0,89,6.803321743428852,3,Urban,1,95.25899178169544,1,498,0
2.6445791530467293,1440,1002.56,4,0,83,0,3,Rural,0,97.88694891699262,1,465,1
2.8185879278066563,1503,8201.54,5,1,99,7.048573216687782,4,Urban,1,87.99613679266105,1,475,0
2.7007064236065133,1350,11572.22,4,0,115,8.497381048,2,Urban,0,99.72821139857369,1,585,1
3.038462064,1281,10982.93,0,0,152,0.6852364586398547,5,Urban,0,100,1,324,1
3.743839297198241,1113,18586.92,4,0,225,3.629989420476063,2,Urban,1,96.50902021,1,367,0
2.5192685334278284,1596,9205.27,2,0,179,8.397910956,3,Urban,1,97.45200940541525,1,329,1
3.739287365374475,1171,16426.87,4,0,97,4.518280328546702,4,Urban,0,100,1,393,1
2.7627902648942895,802,7308.28,3,0,94,4.878986821343388,4,Rural,0,49.895648805113495,0,487,1
3.4885874968905752,811,6877.38,3,0,213,0,4,Urban,1,88.04558056424057,1,412,1
2.675259612582547,1045,8203.13,3,1,8,5.330871357242226,5,Urban,0,82.61318518570005,1,352,1
3.624808990273933,1423,12611.94,0,1,137,3.7320331805534437,1,Urban,1,100,1,506,0
3.606054042530381,1399,11871.3,5,1,267,4.135223666480503,5,Rural,1,92.94218478956198,1,463,1
3.4820268004930215,1426,8152.77,4,1,293,5.260014196442432,5,Urban,0,99.00204107,1,519,1
2.8809306755298603,1347,22272.38,1,0,67,3.1899396332498573,5,Urban,0,99.78073945809795,1,584,0
3.041190077385527,981,8633.61,4,0,46,10.140687008916293,3,Urban,1,82.85736720324074,1,528,0
2.8795458515876025,1298,9831.09,0,0,85,6.781376857183712,4,Urban,0,100,1,385,0
3.2700501666836512,1347,16493.53,4,0,153,0,3,Rural,1,89.21463308234846,1,488,1
3.1386671264573307,813,14638.22,2,1,172,5.804280329378417,5,Urban,0,55.482593322122035,0,551,0
3.219948045492492,959,15689.78,0,0,185,8.278040712612908,3,Urban,0,71.74088135101995,0,458,0
3.0188168130915467,952,1468.31,3,1,50,5.326271123548293,3,Rural,1,77.36582873,1,525,0
3.279907956219944,1021,20107.81,0,1,63,7.002761724,5,Urban,1,87.31693099192508,1,427,0
2.6967634162388125,937,9295.23,0,0,221,10.589557162728193,5,Urban,0,64.01806928547758,0,383,1
3.3644666511013734,1087,6513.42,2,0,29,11.415284427020527,3,Urban,0,100,1,560,1
3.7843393805907692,1324,10974.66,4,0,140,8.309585767,3,Urban,0,98.53894870361069,1,320,0
3.214185572623577,1386,13494.68,0,0,0,4.239922872384851,3,Rural,0,87.48766505225993,1,368,1
2.989210002582934,959,6104.83,5,1,126,16.11869760438652,2,Urban,0,80.84574283,1,295,1
2.922866221778788,979,13199.12,3,0,239,2.4958051486661015,4,Rural,0,88.38511014885088,1,374,0
2.8991071513120423,1032,1000.67,5,0,238,0.635454774,5,Urban,0,91.92844926240836,1,572,1
4.080227247348923,1195,15853.56,4,0,121,1.7591323734997193,3,Urban,0,100,1,491,1
3.1831246506670405,1369,8991.39,2,1,33,1.5669982495738255,3,Urban,1,93.73837908667306,1,341,0
3.6484787013816122,1128,22815.16,4,0,237,5.632562391136398,3,Urban,0,90.63335489842078,1,523,1
2.7088080936222654,819,6500.41,3,0,228,0,1,Rural,1,55.578175569918805,0,444,0
2.84177892,1031,11470.03,1,1,109,6.601998643935528,1,Rural,0,77.58617913911758,0,576,1
3.0777991143146215,1363,8993.8,2,1,30,10.76226157158835,3,Urban,1,98.47065996092896,1,334,0
2.9162531521975303,1098,13759.83,5,0,250,0.2103249631445001,2,Urban,1,87.70731448169542,1,329,1
3.432107809187146,1605,7747.13,1,0,137,0.5256634888419716,1,Rural,1,97.51812064879806,1,588,1
2.7710051071296964,1226,9902.75,1,1,169,14.72630506409697,3,Urban,0,97.91591008307647,1,509,1
3.899185605,1346,2821.93,3,1,183,0,2,Urban,0,96.29872835864396,1,506,1
3.5817922681676717,1415,11856.42,1,0,99,0,2,Rural,0,100,1,528,1
3.2913942898129376,1157,9794.39,1,0,79,7.361270689222147,4,Rural,0,95.61296433925169,1,495,1
2.513167170193174,1468,6077.06,2,0,120,3.3025366290772418,5,Urban,1,100,1,367,1
3.3724092497827503,1035,14729.1,0,0,34,0,2,Urban,1,69.74455044130056,0,496,0
2.999307517,946,9223.52,0,0,27,1.9035065224767411,1,Rural,0,53.34444881312567,0,547,0
